Name,In-game Description,Parsed Description
"Celestial Divine Protective Strength","2x ATK & reduces damage when HP is 50% or more;
ATK increases with 4+ linked Heal Orbs, up to 9x","All Attribute cards ATK x2, reduce damage taken by 35% when HP 50% or more.
ATK x4 when simultaneously clearing 4 connected Heart orbs. ATK multiplier increases by 1 for each additional orb, up to ATK x9 at 9 connected orbs."
"Celestial Divine Protective Strength","2x ATK & reduces damage when HP is 50% or more;
ATK increases with 4+ linked Heal Orbs, up to 9x","All Attribute cards ATK x2, reduce damage taken by 35% when HP 50% or more.
ATK x4 when simultaneously clearing 4 connected Heart orbs. ATK multiplier increases by 1 for each additional orb, up to ATK x9 at 9 connected orbs."
"Gem","A special Evo Material you can
obtain through [Monster Exchange]","Light Attribute cards ."
"True Spirit of the Eight-Headed Dragon","2x HP for Water Att., ATK increases with 4+ combos,
up to 16x; may survive when HP is reduced to 0","Water Attribute cards HP x2.
ATK x4 at 4 combos. ATK multiplier increases by 3 for each additional combo, up to ATK x16 at 8 combos.
While your HP is 50% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit."
"True Spirit of Suzaku","1.5x HP for Fire Att., 5x ATK when HP is 50% or more;
3x ATK & reduces dmg when Fr, Wd & Lt attack at once","Fire Attribute cards HP x1.5.
All Attribute cards ATK x5 when HP 50% or more.
All Attribute cards ATK x3, reduce damage taken by 25% when attacking with 3 of Fire, Wood & Light orb types at the same time."
"Spirit of the Brutal Warrior General","^ff3600^[7x6 board]^p, 2.5x ATK & RCV with 8+ combos; 4x ATK &
reduces damage when Fire, Wood & Dark attack at once","Change the board to 7x6 size.
ATK x2.5, RCV x2.5 when reaching 8 combos.
All Attribute cards ATK x4, reduce damage taken by 25% when attacking with 3 of Fire, Wood & Dark orb types at the same time."
"Spirit of the Marauder","^ff3600^[7x6 board]^p, 2.5x ATK & RCV with 8+ combos; 4x ATK &
reduces damage when Fire, Water & Light attack at once","Change the board to 7x6 size.
ATK x2.5, RCV x2.5 when reaching 8 combos.
All Attribute cards ATK x4, reduce damage taken by 25% when attacking with 3 of Fire, Water & Light orb types at the same time."
"Spirit of the Shining Dragoon","^ff3600^[7x6 board]^p, 2.5x ATK & RCV with 8+ combos; 4x ATK &
reduces damage when Water, Wood & Light attack at once","Change the board to 7x6 size.
ATK x2.5, RCV x2.5 when reaching 8 combos.
All Attribute cards ATK x4, reduce damage taken by 25% when attacking with 3 of Water, Wood & Light orb types at the same time."
"Spirit of the Songstress","^ff3600^[7x6 board]^p, 2.5x ATK & RCV with 8+ combos;
4x ATK & reduces damage with 5+ linked Light Orbs","Change the board to 7x6 size.
ATK x2.5, RCV x2.5 when reaching 8 combos.
ATK x4, reduce damage taken by 25% when matching 5+ Light orbs."
"Spirit of King Usurper","^ff3600^[7x6 board]^p, 2.5x ATK & RCV with 8+ combos; 4x ATK &
reduces damage when Water, Wood & Dark attack at once","Change the board to 7x6 size.
ATK x2.5, RCV x2.5 when reaching 8 combos.
All Attribute cards ATK x4, reduce damage taken by 25% when attacking with 3 of Water, Wood & Dark orb types at the same time."
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"My name's Haohmaru!","1.5x to all stats for Attacker Type, Orb move time
+2 seconds; ATK increases with 3+ combos, up to 9x","Attacker Type cards HP x1.5, ATK x1.5, RCV x1.5. Increases time limit of orb movement by 2 seconds.
ATK x4 at 3 combos. ATK multiplier increases by 1 for each additional combo, up to ATK x9 at 8 combos."
"Don't expect me to go easy on you!","1.5x to all stats for Light Att., 2x ATK with 4+ combos;
5x ATK & inflicts 50,000 dmg with 6+ linked Light Orbs","Light Attribute cards HP x1.5, ATK x1.5, RCV x1.5.
All Attribute cards ATK x2 when reaching 4 combos or above.
ATK x5 when simultaneously clearing 6 connected Light orbs.
50,000 damage to all enemies, ignore enemy element and defense when simultaneously clearing 6+ Light orbs at the same time."
"None","","No Leader Skill"
"This is nature's punishment!","1.5x HP for Fire Att., 4x ATK with 3+ combos;
4x ATK & reduces damage with 2+ Fire combos","Fire Attribute cards HP x1.5.
All Attribute cards ATK x4 when reaching 3 combos or above.
All Attribute cards ATK x4, 25% all damage reduction when attacking with 2 Fire & Fire combos at the same time."
"Let's go, Mamahaha!","^ff3600^[7x6 board]^p, 2x HP & ATK for Fire Att.;
6x ATK with 7+ linked Fire Orbs","Change the board to 7x6 size. Fire Attribute cards HP x2, ATK x2.
ATK x6 when simultaneously clearing 7 connected Fire orbs."
"None","","No Leader Skill"
"......Forgive me.","2x HP & ATK for Water Att., Orb move time +2 sec;
7x ATK & 2x RCV with 5+ combos","Water Attribute cards HP x2, ATK x2. Increases time limit of orb movement by 2 seconds.
ATK x7, RCV x2 when reaching 5 combos."
"These feelings of mine... will never die.","3x ATK & adds 1 combo with 6+ linked Water Orbs;
5x ATK & halves damage with 8+ combos","All Attribute cards ATK x3 and +1 combo when matching 6+ connected Water orbs.
All Attribute cards ATK x5, 50% all damage reduction when reaching 8 combos."
"None","","No Leader Skill"
"Hurry up and come at me!","ATK increases with 3+ combos, up to 8x;
ATK increases with 2+ Dark combos, up to 5x","ATK x3 at 3 combos. ATK multiplier increases by 1 for each additional combo, up to ATK x8 at 8 combos.
All Attribute cards ATK x2 when reaching 2 Dark combos. Attack multiplier increases by 1 for each additional combo, up to ATK x5 when reaching 5 Dark combos."
"You damn fool!","3x ATK for Dark Att., halves dmg when HP is 80% or more;
5x ATK & adds 1 combo with 6+ linked Dark Orbs","Dark Attribute cards ATK x3.
All Attribute cards reduce damage taken by 50% when HP 80% or more.
All Attribute cards ATK x5 and +1 combo when matching 6+ connected Dark orbs."
"None","","No Leader Skill"
"Why don't I be your opponent?","5x ATK for Dark Att., Orb move time +2 seconds;
3x ATK & reduces damage when 3+ Att. attack at once","Dark Attribute cards ATK x5. Increases time limit of orb movement by 2 seconds.
All Attribute cards ATK x3, reduce damage taken by 25% when attacking with 3 of Fire, Water, Wood, Light & Dark orb types at the same time."
"Over already...?","2x HP for Dark Att., 5x ATK with an L shape of 5 Orbs;
3x ATK & inflicts 50,000 dmg when 4+ Att. attack at once","Dark Attribute cards HP x2.
All Attribute cards cards ATK x5 when matching Fire, Water, Wood, Light, Dark, Heart, Jammer, Poison or Mortal Poison orbs in a L formation.
All Attribute cards ATK x3 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark.
50,000 damage to all enemies, ignore enemy element and defense when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark."
"None","","No Leader Skill"
"Now you face me!","1.5x to all stats for Wd Att., Orb move time +2 seconds;
ATK increases with 4+ linked Orbs, up to 9x","Wood Attribute cards HP x1.5, ATK x1.5, RCV x1.5. Increases time limit of orb movement by 2 seconds.
ATK x3 when simultaneously clearing 4 connected Fire, Water, Wood, Light, Dark, Heart, Jammer, Poison & Mortal Poison orbs. ATK multiplier increases by 3 for each additional orb, up to ATK x9 at 6 connected orbs."
"Sorry, but your life ends here.","^ff3600^[No Skyfall Combos]^p, 2x HP & RCV, 3x ATK with 6+ combos;
up to 9x ATK when 15 Orbs or less remain on the board","No skyfall combos. HP x2, RCV x2 ATK x1.5 when there are 15 or less orbs on the board after matching. ATK multiplier increases by 1 for every missing orb afterwards, up to ATK x9.
All Attribute cards ATK x3 when reaching 6 combos or above."
"None","","No Leader Skill"
"Ending your life here is a mercy.","5.5x ATK & reduces dmg when Dark & Fire attack at once;
2x ATK & adds 1 combo with 6+ linked Fire Orbs","All Attribute cards ATK x5.5, 25% all damage reduction when attacking with 2 Fire & Dark combos at the same time.
All Attribute cards ATK x2 and +1 combo when matching 6+ connected Fire orbs."
"Ending your life here is a mercy.","5.5x ATK & reduces dmg when Dark & Fire attack at once;
2x ATK & adds 1 combo with 6+ linked Fire Orbs","All Attribute cards ATK x5.5, 25% all damage reduction when attacking with 2 Fire & Dark combos at the same time.
All Attribute cards ATK x2 and +1 combo when matching 6+ connected Fire orbs."
"None","","No Leader Skill"
"Let's do this, Poppy!","3x ATK & reduces damage when HP is 50% or more;
3x ATK for Light Att., 2x RCV for Water Att.","All Attribute cards ATK x3, reduce damage taken by 35% when HP 50% or more.
Light Attribute cards ATK x3. Water Attribute cards RCV x2."
"Let's do this, Poppy!","3x ATK & reduces damage when HP is 50% or more;
3x ATK for Light Att., 2x RCV for Water Att.","All Attribute cards ATK x3, reduce damage taken by 35% when HP 50% or more.
Light Attribute cards ATK x3. Water Attribute cards RCV x2."
"None","","No Leader Skill"
"Teeheehee... Let's play!","2x to all stats for Water Att., 2x ATK when skills used;
3.5x ATK with 5+ linked Orbs","Water Attribute cards HP x2, ATK x2, RCV x2.
Fire, Water, Wood, Light & Dark Attribute cards ATK x2 on the turn a skill is used. (Multiple skills will not stack).
All Attribute cards ATK x3.5 when simultaneously clearing 5 connected Fire, Water, Wood, Light, Dark, Heart, Jammer, Poison or Mortal Poison orbs."
"Teeheehee... Let's play!","2x to all stats for Water Att., 2x ATK when skills used;
3.5x ATK with 5+ linked Orbs","Water Attribute cards HP x2, ATK x2, RCV x2.
Fire, Water, Wood, Light & Dark Attribute cards ATK x2 on the turn a skill is used. (Multiple skills will not stack).
All Attribute cards ATK x3.5 when simultaneously clearing 5 connected Fire, Water, Wood, Light, Dark, Heart, Jammer, Poison or Mortal Poison orbs."
"None","","No Leader Skill"
"Taste the blade of Yagyu!","2x HP & ATK for Attacker Type, Orb move time +2 seconds;
5.5x ATK with 4+ linked Wood Orbs","Attacker Type cards HP x2, ATK x2. Increases time limit of orb movement by 2 seconds.
ATK x5.5 when simultaneously clearing 4 connected Wood orbs."
"Taste the blade of Yagyu!","2x HP & ATK for Attacker Type, Orb move time +2 seconds;
5.5x ATK with 4+ linked Wood Orbs","Attacker Type cards HP x2, ATK x2. Increases time limit of orb movement by 2 seconds.
ATK x5.5 when simultaneously clearing 4 connected Wood orbs."
"None","","No Leader Skill"
"I am devoted to the gods.","1.5x to all stats for Fire Att., 2x ATK when skills used;
4x ATK with an L shape of 5 Fire Orbs","Fire Attribute cards HP x1.5, ATK x1.5, RCV x1.5.
Fire, Water, Wood, Light & Dark Attribute cards ATK x2 on the turn a skill is used. (Multiple skills will not stack).
All Attribute cards cards ATK x4 when matching Fire orbs in a L formation."
"I am devoted to the gods.","1.5x to all stats for Fire Att., 2x ATK when skills used;
4x ATK with an L shape of 5 Fire Orbs","Fire Attribute cards HP x1.5, ATK x1.5, RCV x1.5.
Fire, Water, Wood, Light & Dark Attribute cards ATK x2 on the turn a skill is used. (Multiple skills will not stack).
All Attribute cards cards ATK x4 when matching Fire orbs in a L formation."
"None","","No Leader Skill"
"Would you like to taste my blade?","2x HP & ATK for Water Att., 2x RCV when erasing 4 Heal
Orbs; ATK increases with 4+ linked Wt Orbs, up to 5.5x","Water Attribute cards HP x2, ATK x2.
RCV x2 when matching exactly 4 connected heart orbs.
ATK x3.5 when simultaneously clearing 4 connected Water orbs. ATK multiplier increases by 1 for each additional orb, up to ATK x5.5 at 6 connected orbs."
"Would you like to taste my blade?","2x HP & ATK for Water Att., 2x RCV when erasing 4 Heal
Orbs; ATK increases with 4+ linked Wt Orbs, up to 5.5x","Water Attribute cards HP x2, ATK x2.
RCV x2 when matching exactly 4 connected heart orbs.
ATK x3.5 when simultaneously clearing 4 connected Water orbs. ATK multiplier increases by 1 for each additional orb, up to ATK x5.5 at 6 connected orbs."
"None","","No Leader Skill"
"Let's make this fight a good one!","2x HP & RCV for all Att.; ATK increases when
3+ Att. (2+Heal) attack at once, up to 12x","Fire, Water, Wood, Light & Dark Attribute cards HP x2, RCV x2.
All Attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light, Dark & Heart. ATK x3 for each additional orb type, up to ATK x12 for all 6 matches."
"Let's make this fight a good one!","2x HP & RCV for all Att.; ATK increases when
3+ Att. (2+Heal) attack at once, up to 12x","Fire, Water, Wood, Light & Dark Attribute cards HP x2, RCV x2.
All Attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light, Dark & Heart. ATK x3 for each additional orb type, up to ATK x12 for all 6 matches."
"None","","No Leader Skill"
"Rrarrrrgh!!!","2x ATK & RCV for Dark Att., Orb move time +3 seconds;
7x ATK with 2+ Jammer combos","Dark Attribute cards ATK x2, RCV x2. Increases time limit of orb movement by 3 seconds.
All Attribute cards ATK x7 when reaching 2 Jammer combos."
"You shall pay for this...both you and this world itself!","2x HP & ATK for Dark Att., 1.5x ATK with 6+ combos;
5x ATK with an L shape of 5 Jammers","Dark Attribute cards HP x2, ATK x2.
All Attribute cards ATK x1.5 when reaching 6 combos or above.
All Attribute cards cards ATK x5 when matching Jammer orbs in a L formation."
