Name, Skill CD (Max), # of Skillups, In-Game Description, Parsed Description
"Grimoire Will","13","5","Inflicts 300,000 damage on all enemies; removes 
Orb locks, changes all Orbs to Fire & Light Orbs","Deal 300,000 damage to all enemies. Ignore enemy element and defense.
Unlock all orbs.
Change all orbs to Fire & Light orbs."
"無し","1","0","","Inflict Fire damage equal to ATK x1 to all enemies. Affected by enemy element and defense."
"Romia's Memories","5","1","Voids Attribute absorption for 1 turn","Voids Attribute absorption for 1 turn"
"Ilmina's Memories","5","1","Adds 2 combos for 1 turn","Adds 2 combos for 1 turn"
"Connected Memories","10","6","Adds 2 combos for 1 turn;
voids Attribute absorption for 1 turn","+2 combo counts for 1 turn.
Voids attribute absorption for 1 turns."
"Grimoire Voice","13","6","Inflicts 300,000 damage on all enemies;
changes all Orbs to Light & Dark Orbs","Deal 300,000 damage to all enemies. Ignore enemy element and defense.
Change all orbs to Light & Dark orbs."
"Medicine for the Soul","3","1","Reduces unmatchable Orb status &
Awoken Skill bind status by 3 turns","Reduces unmatchable orb status by 3 turns.
3 turn awoken bind recovery."
"Medicine for the Soul","3","1","Reduces unmatchable Orb status &
Awoken Skill bind status by 3 turns","Reduces unmatchable orb status by 3 turns.
3 turn awoken bind recovery."
"救世主","5","6","回復、お邪魔、毒ドロップを光ドロップに変化。
光ドロップをロック。","Changes Heart, Jammer, Poison & Mortal Poison orbs into Light orbs.
Lock Light orbs."
"蒼龍剣","10","1","闇、回復、お邪魔、毒ドロップを光ドロップに変化。
光ドロップをロック。","Changes Dark, Heart, Jammer, Poison & Mortal Poison orbs into Light orbs.
Lock Light orbs."
"Why don't you live your life beautifully to the end?","8","1","Fully recovers Awoken Skill bind status;
changes the 2nd row from the top to Water Orbs","9999 turn awoken bind recovery.
Change the 2nd from the top row into Water orbs."
"Now's the time for an all-out attack.","21","1","Halves HP, pierce through enemy's damage void for 
1 turn; changes all Orbs to all Attributes & Heal","Reduces own HP by 50%.
Ignores enemy damage void effects for 1 turn (does not include combo shield, attribute absorb, and damage absorb).
Change all orbs to Fire, Water, Wood, Light, Dark & Heart orbs."
"I won't let any of you die until I kill you!","5","1","Halves RCV for 2 turns;
changes all Orbs to Fire, Wood, Light & Dark Orbs","All Attribute cards RCV x0.5 for 2 turns.
Change all orbs to Fire, Wood, Light & Dark orbs."
"The Shogun family traditionally wears manly briefs.","13","6","Inflicts 300,000 damage on all enemies;
changes all Orbs to Wood, Light & Heal Orbs","Deal 300,000 damage to all enemies. Ignore enemy element and defense.
Change all orbs to Wood, Light & Heart orbs."
"The Shogun family traditionally wears manly briefs.","13","6","Inflicts 300,000 damage on all enemies;
changes all Orbs to Wood, Light & Heal Orbs","Deal 300,000 damage to all enemies. Ignore enemy element and defense.
Change all orbs to Wood, Light & Heart orbs."
"The Shogun family traditionally wears manly briefs.","13","6","Inflicts 300,000 damage on all enemies;
changes all Orbs to Wood, Light & Heal Orbs","Deal 300,000 damage to all enemies. Ignore enemy element and defense.
Change all orbs to Wood, Light & Heart orbs."
"Gold will have to pick up the slack.","11","6","Reduces damage for 8 turns;
voids Attribute absorption for 2 turns","30% damage reduction for 8 turns.
Voids attribute absorption for 2 turns."
"Gold will have to pick up the slack.","11","6","Reduces damage for 8 turns;
voids Attribute absorption for 2 turns","30% damage reduction for 8 turns.
Voids attribute absorption for 2 turns."
"Gold will have to pick up the slack.","11","6","Reduces damage for 8 turns;
voids Attribute absorption for 2 turns","30% damage reduction for 8 turns.
Voids attribute absorption for 2 turns."
"This moon will never fall.","5","6","Creates 3 Light and Dark Orbs each at random;
adds 1 combo for 1 turn","Randomly spawn 3 Light & Dark orbs each from non Light & Dark orbs.
+1 combo counts for 1 turn."
"This moon will never fall.","5","6","Creates 3 Light and Dark Orbs each at random;
adds 1 combo for 1 turn","Randomly spawn 3 Light & Dark orbs each from non Light & Dark orbs.
+1 combo counts for 1 turn."
"None","1","0","",""
"None","1","0","",""
"None","1","0","",""
"None","1","0","",""
"None","1","0","",""
"Territory Lock","1","6","Locks all Orbs","Lock Fire, Water, Wood, Light, Dark, Heart, Jammer, Poison & Mortal Poison orbs."
"Menoa Gate -OPH2891-","5","6","Jammers slightly more likely to appear for 1 turn;
changes all Orbs to all Attributes & Heal","Increase skyfall chance of Jammer orbs by 10% for 1 turns.
Change all orbs to Fire, Water, Wood, Light, Dark & Heart orbs."
"Menoa Gate -DPH3598-","6","6","Dark Orbs slightly more likely to appear for 1 turn;
changes the 2nd row from the top to Dark Orbs","Increase skyfall chance of Dark orbs by 15% for 1 turns.
Change the 2nd from the top row into Dark orbs."
"Menoa Gate -POSE3734-","6","6","Halves HP;
changes all Orbs to Fire, Wood & Heal Orbs","Reduces own HP by 50%.
Change all orbs to Fire, Wood & Heart orbs."
"Menoa Gate -AMN4794-","9","6","Changes all Orbs to Water, Wood & Light Orbs;
changes the leftmost column to Water Orbs","Change all orbs to Water, Wood & Light orbs.
Change the leftmost column into Water orbs."
"Menoa Gate -AMA3074-","14","6","Creates 15 Wood & Heal Orbs each at random","Randomly spawn 15 Wood & Heart orbs each from non  orbs."
"Feathers of Heaven","5","16","Light Orbs slightly more likely to appear for 2 turns;
creates 2 Light Orbs at random","Increase skyfall chance of Light orbs by 15% for 2 turns.
Randomly spawn 2 Light orbs each from non Light orbs."
"Hellish Noise","7","16","Dark Orbs more likely to appear for 1 turn;
creates 3 Dark Orbs at random","Increase skyfall chance of Dark orbs by 25% for 1 turns.
Randomly spawn 3 Dark orbs each from non Dark orbs."
"Bubble Shell","5","31","Creates 3 Water Orbs at random;
reduces damage for 2 turns","Randomly spawn 3 Water orbs each from non Water orbs.
30% damage reduction for 2 turns."
"Bubble Shell","5","31","Creates 3 Water Orbs at random;
reduces damage for 2 turns","Randomly spawn 3 Water orbs each from non Water orbs.
30% damage reduction for 2 turns."
"Sacred Blue","12","1","Changes the bottom row to Water Orbs;
halves damage for 3 turns","Change the bottom row into Water orbs.
50% damage reduction for 3 turns."
"Bubble Shell","5","31","Creates 3 Water Orbs at random;
reduces damage for 2 turns","Randomly spawn 3 Water orbs each from non Water orbs.
30% damage reduction for 2 turns."
"Poison Steam","2","31","Jammers & Poison Orbs more likely to appear for 2 turns;
changes Jammers & Poison Orbs to Dark Orbs","Increase skyfall chance of Jammer & Poison orbs by 10% for 2 turns.
Changes Jammer, Poison & Mortal Poison orbs into Dark orbs."
"Poison Steam","2","31","Jammers & Poison Orbs more likely to appear for 2 turns;
changes Jammers & Poison Orbs to Dark Orbs","Increase skyfall chance of Jammer & Poison orbs by 10% for 2 turns.
Changes Jammer, Poison & Mortal Poison orbs into Dark orbs."
"Evolution requires fear.","12","1","Creates 9 Water Orbs at random;
adds 2 combos for 1 turn","Randomly spawn 9 Water orbs each from non Water orbs.
+2 combo counts for 1 turn."
"Desire-Realization Ability","14","1","Changes Light, Heal, Poison & Jammers to Water Orbs;
adds 3 combos for 1 turn","Changes Light, Heart, Jammer, Poison & Mortal Poison orbs into Water orbs.
+3 combo counts for 1 turn."
"Sight Barrier","20","1","Voids damage for 2 turns;
3x RCV for 2 turns","100% damage reduction for 2 turns.
All Attribute cards RCV x3 for 2 turns."
"Butterflies Only Soul Reapers Can Handle","10","1","Fully recovers unmatchable Orb status; removes 
Orb locks, changes all Orbs to Water, Light & Dark Orbs","Reduces unmatchable orb status by 9999 turns.
Unlock all orbs.
Change all orbs to Water, Light & Dark orbs."
"Captain's Robe","12","1","Voids Attribute absorption for 4 turns;
1.5x ATK for Fire Att. for 4 turns","Voids attribute absorption for 4 turns.
Fire Attribute ATK x1.5 for 4 turns."
"Let's end this.","5","6","1.5x ATK for Devil Type for 1 turn;
reduces bind status (incl. Awoken) by 5 turns","Devil Type cards ATK x1.5 for 1 turn.
5 turn bind recovery. 5 turn awoken bind recovery."
"Let's end this.","5","6","1.5x ATK for Devil Type for 1 turn;
reduces bind status (incl. Awoken) by 5 turns","Devil Type cards ATK x1.5 for 1 turn.
5 turn bind recovery. 5 turn awoken bind recovery."
"Hollowfication of a Soul Reaper","13","1","3x ATK for Devil Type for 3 turns;
fully recovers bind status (incl. Awoken)","Devil Type cards ATK x3 for 3 turn.
9999 turn bind recovery. 9999 turn awoken bind recovery."
"Don't be afraid...","3","6","Voids RCV for 1 turn;
creates 4 Fire & Wood Orbs each at random","All Attribute cards RCV xNaN for 1 turns.
Randomly spawn 4 Fire & Wood orbs each from non Fire & Wood orbs."
"I'll heal him... in one night.","10","6","Fully recovers HP for 2 turns","Heal for 100% of max HP every turn for 2 turns."
"None","1","0","",""
"None","1","0","",""
"None","1","0","",""
"None","1","0","",""
"Glitter of Aegis","4","12","Wood & Light Orbs enhanced;
reduces Awoken Skill bind status by 4 turns","Enhance Wood & Light orbs.
4 turn awoken bind recovery."
"Glitter of Aegis","4","12","Wood & Light Orbs enhanced;
reduces Awoken Skill bind status by 4 turns","Enhance Wood & Light orbs.
4 turn awoken bind recovery."
"Blooming Cherry Blossoms","16","6","Adds 2 combos for 1 turn, removes Orb locks;
changes all Orbs to Fire & Wood Orbs","+2 combo counts for 1 turn.
Unlock all orbs.
Change all orbs to Fire & Wood orbs."
"Refreshing Talk","10","1","2x RCV & 2x Orb move time for 3 turns;
replaces all Orbs","2x orb move time for 3 turn.
All Attribute cards RCV x2 for 3 turns.
Replace all orbs"
"Refreshing Talk","10","1","2x RCV & 2x Orb move time for 3 turns;
replaces all Orbs","2x orb move time for 3 turn.
All Attribute cards RCV x2 for 3 turns.
Replace all orbs"
"Investigating the Lives of Dragons","7","6","1.5x ATK for Dragon Type & 1.5x RCV for 1 turn; 
changes all Orbs to Fire, Water, Wood, Light & Heal Orbs","Dragon Type cards ATK x1.5 for 1 turn.
All Attribute cards RCV x1.5 for 1 turns.
Change all orbs to Fire, Water, Wood, Light & Heart orbs."
"Sunlight Shot","12","6","Voids Attribute absorption for 1 turn;
changes all Orbs to Water, Wood & Light Orbs","Voids attribute absorption for 1 turns.
Change all orbs to Water, Wood & Light orbs."
"Dimension Formation - Falling Stars","10","6","Delays enemies' next move for 2 turns;
Orbs locked as they appear for 10 turns","Delay 2 turns to all enemies.
Fire, Water, Wood, Light, Dark, Heart, Jammer, Poison & Mortal Poison orbs skyfall as locked orbs for 10 turns."
"Somebody's Secrets","9","6","Halves ATK for Devil Type for 1 turn; changes
the 2nd rows from the top & bottom to Light Orbs","Devil Type cards ATK x0.5 for 1 turn.
Change the 2nd from the top and 2nd from the bottom row into Light orbs."
"Unrivaled Cataclysm","13","5","4x ATK for Devil Type for 2 turns; inflicts 100x ATK
Dark Att. attack on all enemies, but halves HP","Devil Type cards ATK x4 for 2 turn.
Inflict a 100x Dark attack to all enemies but HP falls to 50%. Affected by enemy element and defense."
"Celestial Code","5","5","Removes Orb locks, changes the leftmost column to
Water Orbs; Orb move time +1 second for 1 turn","Unlock all orbs.
Change the leftmost column into Water orbs.
Orb move time +1 seconds for 1 turn."
"Forest Code","5","5","Removes Orb locks, changes the rightmost column to
Wood Orbs; Orb move time +1 second for 1 turn","Unlock all orbs.
Change the rightmost column into Wood orbs.
Orb move time +1 seconds for 1 turn."
"Dark Terror Fog","5","7","1.5x ATK for Dark Att. for 1 turn;
changes the bottom row to Dark Orbs","Dark Attribute ATK x1.5 for 1 turns.
Change the bottom row into Dark orbs."
"Five Colored Light","12","6","Fully recovers bind status (incl. Awoken);
changes Orbs to all Attributes","9999 turn bind recovery. 9999 turn awoken bind recovery.
Change all orbs to Fire, Water, Wood, Light & Dark orbs."
"Star Lock - Land","10","6","Changes Light, Heal, Poison & Jammers to Wood Orbs;
Wood Orbs locked as they appear for 10 turns","Changes Light, Heart, Jammer, Poison & Mortal Poison orbs into Wood orbs.
Wood orbs skyfall as locked orbs for 10 turns."
"Trembling Sky Scream","13","6","Creates 15 Jammers & Dark Orbs each at random;
Jammers more likely to appear for 1 turn","Randomly spawn 15 Dark & Jammer orbs each from non  orbs.
Increase skyfall chance of Jammer orbs by 20% for 1 turns."
"Chaotic Edge","9","6","Changes all Orbs to Fire, Wood & Dark Orbs;
changes the rightmost column to Dark Orbs","Change all orbs to Fire, Wood & Dark orbs.
Change the rightmost column into Dark orbs."
"無し","1","0","","Inflict Fire damage equal to ATK x1 to all enemies. Affected by enemy element and defense."
"無し","1","0","","Inflict Fire damage equal to ATK x1 to all enemies. Affected by enemy element and defense."
"無し","1","0","","Inflict Fire damage equal to ATK x1 to all enemies. Affected by enemy element and defense."
"無し","1","0","","Inflict Fire damage equal to ATK x1 to all enemies. Affected by enemy element and defense."
"無し","1","0","","Inflict Fire damage equal to ATK x1 to all enemies. Affected by enemy element and defense."
"無し","1","0","","Inflict Fire damage equal to ATK x1 to all enemies. Affected by enemy element and defense."
"無し","1","0","","Inflict Fire damage equal to ATK x1 to all enemies. Affected by enemy element and defense."
"無し","1","0","","Inflict Fire damage equal to ATK x1 to all enemies. Affected by enemy element and defense."
"是、射殺す百頭","14","1","1ターンの間、1コンボ加算。
3×3の正方形に火ドロップを1つ生成（7×6マスの場合は3×4）","+1 combo counts for 1 turn.
111000
111000
111000
000000
000000"
"宝の持ち腐れよ！","7","1","全ドロップのロックを解除し、右端縦1列を回復ドロップに変化。
回復以外のドロップから火と光ドロップを3個ずつ生成。","Unlock all orbs.
Change the rightmost column into Heart orbs.
Randomly spawn 3 Fire & Light orbs each from non Fire, Light & Heart orbs."
